kyomeishusei2015.00001.1.1： 脩相思、毌相忘。
kyomeishusei2015.04834.1.1： □氏作a(iaŋ)竟。
kyomeishusei2015.04834.1.2： 眞大□。
kyomeishusei2015.04834.1.3： 上有東王b(uɑ)父。
kyomeishusei2015.04834.1.4： 西王c(o)母。
kyomeishusei2015.04834.1.5： 仙人子d(ɨɑu)僑。
kyomeishusei2015.04834.1.6： 赤誦e(iə)子。
kyomeishusei2015.04834.1.7： 白乕熏f(ɑ)爐。
kyomeishusei2015.04834.1.8： 左右爲h(ə)使。
kyomeishusei2015.04834.1.9： 高升賈i(iɑn)萬。
kyomeishusei2015.04834.1.10： 千秋萬j(ia)歲。
kyomeishusei2015.04834.1.11： 主k(ɑŋ)長。
kyomeishusei2015.04835.1.1： 袁氏作a(iaŋ)竟兮。
kyomeishusei2015.04835.1.2： 莫大b(ou)好。
kyomeishusei2015.04835.1.3： 上有東王c(uɑ)父。
kyomeishusei2015.04835.1.4： 西王d(o)母。
kyomeishusei2015.04835.1.5： 仙人子e(ɑu)高。
kyomeishusei2015.04835.1.6： 赤梥f(iə)子。
kyomeishusei2015.04835.1.7： 絳卽雲h(u)右。
kyomeishusei2015.04835.1.8： 長保二i(in)親兮。
kyomeishusei2015.04835.1.9： 利孫f(iə)子。
kyomeishusei2015.04835.1.10： j(it)吉。
kyomeishusei2015.04836.1.1： 蒙氏□a(iaŋ)竟。
kyomeishusei2015.04836.1.2： 眞大b(oŋ)工。
kyomeishusei2015.04836.1.3： 東王b(oŋ)公。
kyomeishusei2015.04836.1.4： 西王c(o)母。
kyomeishusei2015.04836.1.5： 靑龍在d(ɑi)左。
kyomeishusei2015.04836.1.6： 白乕居e(u)右。
kyomeishusei2015.04836.1.7： 山人子f(ɑu)高。
kyomeishusei2015.04836.1.8： 赤□。
kyomeishusei2015.04837.1.1： 魯氏作a(iaŋ)竟。
kyomeishusei2015.04837.1.2： 自有b(ou)道。
kyomeishusei2015.04837.1.3： 辟去不c(ɑŋ)羊。
kyomeishusei2015.04837.1.4： 治市d(ɑ)古。
kyomeishusei2015.04837.1.5： 三下□。
kyomeishusei2015.04838.1.1： 上方作a(iaŋ)竟。
kyomeishusei2015.04838.1.2： □□。
kyomeishusei2015.04838.1.3： 去不b(ɑŋ)羊。
kyomeishusei2015.04838.1.4： 古c(iə)市。
kyomeishusei2015.04839.1.1： 九子a(iaŋ)竟。
kyomeishusei2015.04839.1.2： 明淸b(oŋ)公。
kyomeishusei2015.04839.1.3： 服富c(ui)貴。
kyomeishusei2015.04839.1.4： 冝矦d(uɑŋ)王。
kyomeishusei2015.04840.1.1： 不a(iaŋ)明。
kyomeishusei2015.04840.1.2： 13 方b(ɑk)格。
kyomeishusei2015.04841.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.04841.1.2： 幽鍊三b(ɑŋ)商。
kyomeishusei2015.04841.1.3： 命b(ɑŋ)長。
kyomeishusei2015.04842.1.1： □□明a(iaŋ)鏡。
kyomeishusei2015.04842.1.2： 幽鍊三b(ɑŋ)商。
kyomeishusei2015.04842.1.3： 雕刻無c(ɨap)极。
kyomeishusei2015.04842.1.4： 配像萬d(iɑŋ)疆。
kyomeishusei2015.04842.1.5： 白□e(ɨm)琴。
kyomeishusei2015.04842.1.6： 天f(iə)子。
kyomeishusei2015.04842.1.7： □□□□。
kyomeishusei2015.04842.1.8： □□□□。
kyomeishusei2015.04842.1.9： □□。
kyomeishusei2015.04844.1： 吾作明竟，幽湅三商，雕□無□，配像萬疆，百身長樂，■
kyomeishusei2015.04845.1： 吾□□竟，幽湅三商，雕刻無极，萬疆，百身長樂，■
kyomeishusei2015.04846.1.1： 桼言之a(ə)始。
kyomeishusei2015.04846.1.2： 自有b(iə)紀。
kyomeishusei2015.04846.1.3： 湅治錫c(oŋ)銅。
kyomeishusei2015.04846.1.4： 去其a(ə)宰。
kyomeishusei2015.04846.1.5： 長葆二d(in)親。
kyomeishusei2015.04846.1.6： 利孫b(iə)子。
kyomeishusei2015.04847.1.1： 桼言之a(ə)始。
kyomeishusei2015.04847.1.2： 自有b(iə)紀。
kyomeishusei2015.04847.1.3： 湅治銅c(ek)錫。
kyomeishusei2015.04847.1.4： 去其a(ə)宰。
kyomeishusei2015.04847.1.5： 辟除不d(iɑŋ)祥。
kyomeishusei2015.04847.1.6： 冝古b(iə)市。
kyomeishusei2015.04848.1.1： 新有善a(oŋ)銅。
kyomeishusei2015.04848.1.2： 出丹b(ɑŋ)陽。
kyomeishusei2015.04848.1.3： 和以銀c(ek)錫。
kyomeishusei2015.04848.1.4： 淸□□。
kyomeishusei2015.04848.1.5： □龍右d(ɑ)乕。
kyomeishusei2015.04848.1.6： 掌四b(ɑŋ)彭。
kyomeishusei2015.04848.1.7： 朱雀玄e(uɑ)武。
kyomeishusei2015.04849.1.1： 新銀治a(iaŋ)竟。
kyomeishusei2015.04849.1.2： 子孫b(io)具。
kyomeishusei2015.04849.1.3： 多賀君c(a)家。
kyomeishusei2015.04849.1.4： 受大d(uk)福。
kyomeishusei2015.04849.1.5： 位至公e(iɑŋ)卿。
kyomeishusei2015.04849.1.6： 脩祿f(ik)食。
kyomeishusei2015.04849.1.7： 幸得時h(en)年。
kyomeishusei2015.04849.1.8： 獲嘉i(ək)德。
kyomeishusei2015.04849.1.9： 傳之後c(a)世。
kyomeishusei2015.04849.1.10： 樂無f(ik)亟。
kyomeishusei2015.04850.1.1： 新興辟a(ioŋ)雍。
kyomeishusei2015.04850.1.2： 建明b(ɑŋ)堂。
kyomeishusei2015.04850.1.3： 然于擧c(ə)士。
kyomeishusei2015.04850.1.4： 列矦d(uɑŋ)王。
kyomeishusei2015.04850.1.5： 將軍令e(uin)尹。
kyomeishusei2015.04850.1.6： 民戶b(ɑŋ)行。
kyomeishusei2015.04850.1.7： 諸生萬f(a)舍。
kyomeishusei2015.04850.1.8： 左□□。
kyomeishusei2015.04851.1.1： 作佳竟a(ə)哉。
kyomeishusei2015.04851.1.2： 眞大b(ou)好。
kyomeishusei2015.04851.1.3： 上有仙c(in)人。
kyomeishusei2015.04851.1.4： 不知b(ou)老。
kyomeishusei2015.04851.1.5： 渴飮澧d(ian)泉。
kyomeishusei2015.04851.1.6： 飢食b(ou)棗。
kyomeishusei2015.04851.1.7： 游浮天e(a)下。
kyomeishusei2015.04851.1.8： 敖四a(ə)海。
kyomeishusei2015.04851.1.9： 壽敞金f(ak)石。
kyomeishusei2015.04851.1.10： 爲國b(ou)保。
kyomeishusei2015.04852.1.1： 作佳a(iaŋ)竟兮。
kyomeishusei2015.04852.1.2： 眞大b(ou)好。
kyomeishusei2015.04852.1.3： 上有仙c(in)人。
kyomeishusei2015.04852.1.4： 不知b(ou)老。
kyomeishusei2015.04852.1.5： □□□d(ian)泉。
kyomeishusei2015.04852.1.6： □食b(ou)棗。
kyomeishusei2015.04852.1.7： 壽而金e(ak)石。
kyomeishusei2015.04852.1.8： 爲國b(ou)保。
kyomeishusei2015.04853.1.1： □作明a(iaŋ)竟。
kyomeishusei2015.04853.1.2： 佳且b(ou)好。
kyomeishusei2015.04853.1.3： 明而日□。
kyomeishusei2015.04853.1.4： 世少c(u)有。
kyomeishusei2015.04853.1.5： 刻治分c(u)守。
kyomeishusei2015.04853.1.6： 悉皆■。
kyomeishusei2015.04854.1.1： 上方作a(iaŋ)竟。
kyomeishusei2015.04854.1.2： 佳且b(ou)好。
kyomeishusei2015.04854.1.3： 明而日c(iɑt)月。
kyomeishusei2015.04854.1.4： 世少d(u)有。
kyomeishusei2015.04854.1.5： 大富d(u)貴。
kyomeishusei2015.04854.1.6： 冝孫e(iə)子。
kyomeishusei2015.04854.1.7： 大吉f(ɑŋ)陽兮。
kyomeishusei2015.04855.1.1： 尚方作a(iaŋ)竟。
kyomeishusei2015.04855.1.2： 眞大毋b(ɑŋ)傷。
kyomeishusei2015.04855.1.3： 巧工c(ək)刻之。
kyomeishusei2015.04855.1.4： 成文b(ɑŋ)章。
kyomeishusei2015.04855.1.5： 左龍右d(ɑ)乕。
kyomeishusei2015.04855.1.6： 辟不b(ɑŋ)羊。
kyomeishusei2015.04855.1.7： 朱雀玄e(uɑ)武。
kyomeishusei2015.04855.1.8： 順陰b(ɑŋ)陽。
kyomeishusei2015.04855.1.9： 長保二f(in)親。
kyomeishusei2015.04855.1.10： 貴富b(ɑŋ)昌。
kyomeishusei2015.04855.1.11： 如王h(o)矦兮。
kyomeishusei2015.04856.1.1： 尚方作a(iaŋ)竟。
kyomeishusei2015.04856.1.2： 眞大b(ɔu)巧。
kyomeishusei2015.04856.1.3： 上有山c(in)人。
kyomeishusei2015.04856.1.4： 不知d(ou)老。
kyomeishusei2015.04856.1.5： 渴飮五e(ian)泉兮。
kyomeishusei2015.04857.1.1： 尚方作a(iaŋ)竟。
kyomeishusei2015.04857.1.2： 大毋b(ɑŋ)傷。
kyomeishusei2015.04857.1.3： 巧工c(ək)刻之。
kyomeishusei2015.04857.1.4： 成d(un)文兮。
kyomeishusei2015.04858.1.1： 尚方作a(iaŋ)竟。
kyomeishusei2015.04858.1.2： 眞大b(ɔu)巧。
kyomeishusei2015.04858.1.3： 上有仙c(in)人。
kyomeishusei2015.04858.1.4： 不知d(ou)老。
kyomeishusei2015.04858.1.5： 渴飮玉e(ian)泉。
kyomeishusei2015.04858.1.6： 飢食d(ou)棗。
kyomeishusei2015.04858.1.7： □□□□。
kyomeishusei2015.04859.1.1： 尚方作a(iaŋ)竟。
kyomeishusei2015.04859.1.2： 眞大b(ɔu)巧。
kyomeishusei2015.04859.1.3： 上有仙c(in)人。
kyomeishusei2015.04859.1.4： 不知d(ou)老。
kyomeishusei2015.04859.1.5： 渴飮玉e(ian)泉。
kyomeishusei2015.04859.1.6： 飢食d(ou)棗。
kyomeishusei2015.04859.1.7： 浮□f(an)天。
kyomeishusei2015.04860.1.1： 尚方作a(iaŋ)竟。
kyomeishusei2015.04860.1.2： 眞大□。
kyomeishusei2015.04860.1.3： 上有仙b(in)人。
kyomeishusei2015.04860.1.4： 不知c(ou)老。
kyomeishusei2015.04860.1.5： 渴飮玉d(ian)泉。
kyomeishusei2015.04860.1.6： 飢食c(ou)棗。
kyomeishusei2015.04860.1.7： 浮由天e(a)下。
kyomeishusei2015.04861.1.1： 尚方作a(iaŋ)竟。
kyomeishusei2015.04861.1.2： 眞大b(ɔu)巧。
kyomeishusei2015.04861.1.3： 上有仙c(in)人。
kyomeishusei2015.04861.1.4： 不知d(ou)老。
kyomeishusei2015.04861.1.5： e(ɑt)渴兮。
kyomeishusei2015.04862.1.1： 龍氏作a(iaŋ)竟。
kyomeishusei2015.04862.1.2： 四夷b(uk)服。
kyomeishusei2015.04862.1.3： 多賀君c(a)家。
kyomeishusei2015.04862.1.4： 人民d(ik)息。
kyomeishusei2015.04862.1.5： 胡虜除e(iat)滅。
kyomeishusei2015.04862.1.6： 天下b(uk)復。
kyomeishusei2015.04862.1.7： 風雨時f(et)節。
kyomeishusei2015.04862.1.8： 五穀b(uk)孰。
kyomeishusei2015.04862.1.9： 官位尊h(en)顯。
kyomeishusei2015.04862.1.10： 蒙祿d(ik)食。
kyomeishusei2015.04862.1.11： 長保二親d(ik)力。
kyomeishusei2015.04863.1.1： 龍氏作a(iaŋ)竟。
kyomeishusei2015.04863.1.2： 四夷b(uk)服。
kyomeishusei2015.04863.1.3： 多賀君c(a)家。
kyomeishusei2015.04863.1.4： 人民d(ik)息。
kyomeishusei2015.04863.1.5： 胡羌除e(iat)滅。
kyomeishusei2015.04863.1.6： 天下b(uk)復。
kyomeishusei2015.04863.1.7： 風雨時f(et)節。
kyomeishusei2015.04863.1.8： h(ɑ)五。
kyomeishusei2015.04863.1.9： 官位尊i(en)顯。
kyomeishusei2015.04863.1.10： 蒙祿d(ik)食。
kyomeishusei2015.04863.1.11： 長保二j(in)親。
kyomeishusei2015.04863.1.12： 樂無k(ə)已。
kyomeishusei2015.04864.1.1： 龍氏作a(iaŋ)竟。
kyomeishusei2015.04864.1.2： 四夷b(uk)服。
kyomeishusei2015.04864.1.3： 多賀國c(a)家。
kyomeishusei2015.04864.1.4： 人民d(ik)息。
kyomeishusei2015.04864.1.5： 胡虜除e(iat)滅。
kyomeishusei2015.04864.1.6： 天□。
kyomeishusei2015.04865.1.1： 騶氏作a(iaŋ)鏡。
kyomeishusei2015.04865.1.2： 四夷b(uk)服。
kyomeishusei2015.04865.1.3： 多賀國c(a)家。
kyomeishusei2015.04865.1.4： 人民d(ik)息。
kyomeishusei2015.04865.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04865.1.6： 天下b(uk)復。
kyomeishusei2015.04865.1.7： 風雨時f(et)節。
kyomeishusei2015.04865.1.8： 五穀b(uk)熟。
kyomeishusei2015.04865.1.9： 長保二h(in)親。
kyomeishusei2015.04865.1.10： 得天d(ik)力。
kyomeishusei2015.04865.1.11： 傳告後c(a)世。
kyomeishusei2015.04865.1.12： 樂無d(ik)亟兮。
kyomeishusei2015.04866.1.1： 張氏作a(iaŋ)竟。
kyomeishusei2015.04866.1.2： 四夷b(uk)服。
kyomeishusei2015.04866.1.3： 多賀君c(a)家。
kyomeishusei2015.04866.1.4： 人民d(ik)息。
kyomeishusei2015.04866.1.5： 官至三e(oŋ)公。
kyomeishusei2015.04866.1.6： 得天b(uk)福。
kyomeishusei2015.04866.1.7： 子孫備f(io)具。
kyomeishusei2015.04866.1.8： 孝且d(ik)力。
kyomeishusei2015.04866.1.9： 樂無d(ik)亟兮。
kyomeishusei2015.04867.1.1： 靑盖作a(iaŋ)竟。
kyomeishusei2015.04867.1.2： 四夷b(uk)服。
kyomeishusei2015.04867.1.3： 多賀國c(a)家。
kyomeishusei2015.04867.1.4： 人民d(ik)息。
kyomeishusei2015.04867.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04867.1.6： 天下b(uk)復。
kyomeishusei2015.04867.1.7： 風雨時f(et)節。
kyomeishusei2015.04867.1.8： 五穀b(uk)熟。
kyomeishusei2015.04867.1.9： 長保二h(in)親。
kyomeishusei2015.04867.1.10： 得天□。
kyomeishusei2015.04868.1.1： 靑盖作a(iaŋ)竟。
kyomeishusei2015.04868.1.2： 自有b(iə)紀。
kyomeishusei2015.04868.1.3： 辟去不c(iɑŋ)祥。
kyomeishusei2015.04868.1.4： 冝古b(iə)市。
kyomeishusei2015.04868.1.5： 長保二d(in)親。
kyomeishusei2015.04868.1.6： 利孫b(iə)子。
kyomeishusei2015.04868.1.7： 爲吏高e(uɑn)官。
kyomeishusei2015.04868.1.8： 壽命f(u)久。
kyomeishusei2015.04869.1.1： 靑盖。
kyomeishusei2015.04870.1.1： 三羊作a(iaŋ)竟。
kyomeishusei2015.04870.1.2： 四夷b(uk)服。
kyomeishusei2015.04870.1.3： 胡虜放c(iat)滅。
kyomeishusei2015.04870.1.4： 天下b(uk)復。
kyomeishusei2015.04870.1.5： 多賀百d(ieŋ)姓。
kyomeishusei2015.04870.1.6： 人民e(ik)息。
kyomeishusei2015.04870.1.7： 風雨時f(et)節。
kyomeishusei2015.04870.1.8： 五穀b(uk)熟。
kyomeishusei2015.04870.1.9： 長保h(in)親。
kyomeishusei2015.04870.1.10： 樂未i(iɑŋ)央。
kyomeishusei2015.04870.1.11： 冝矦j(uɑŋ)王兮。
kyomeishusei2015.04871.1.1： 靑勝作a(iaŋ)竟。
kyomeishusei2015.04871.1.2： 四夷b(uk)服。
kyomeishusei2015.04871.1.3： 多賀國c(a)家。
kyomeishusei2015.04871.1.4： 人民d(ik)息。
kyomeishusei2015.04871.1.5： 胡虜殄e(iat)滅。
kyomeishusei2015.04871.1.6： 天下b(uk)復兮。
kyomeishusei2015.04872.1.1： 秦氏作a(iaŋ)竟。
kyomeishusei2015.04872.1.2： □家□□。
kyomeishusei2015.04872.1.3： □□□。
kyomeishusei2015.04872.1.4： 冝□□。
kyomeishusei2015.04873.1.1： 靑■行□命□信左□□□左。
kyomeishusei2015.04875.1.1： 漢有善a(oŋ)銅。
kyomeishusei2015.04875.1.2： 出丹b(ɑŋ)陽。
kyomeishusei2015.04875.1.3： 和巳銀c(ek)錫。
kyomeishusei2015.04875.1.4： 淸且d(iaŋ)明。
kyomeishusei2015.04875.1.5： 左龍右乕d(iaŋ)竟。
kyomeishusei2015.04876.1.1： 漢有善a(oŋ)銅。
kyomeishusei2015.04876.1.2： 出丹b(ɑŋ)陽。
kyomeishusei2015.04876.1.3： □和□□。
kyomeishusei2015.04876.1.4： □□c(ia)且。
kyomeishusei2015.04877.1.1： 漢有善a(oŋ)銅。
kyomeishusei2015.04877.1.2： 出丹b(ɑŋ)陽。
kyomeishusei2015.04877.1.3： 和以銀c(ek)錫。
kyomeishusei2015.04877.1.4： 淸且d(iaŋ)明。
kyomeishusei2015.04877.1.5： 左龍右e(ɑ)乕。
kyomeishusei2015.04878.1.1： 漢有善a(oŋ)銅。
kyomeishusei2015.04878.1.2： 出丹b(ɑŋ)陽。
kyomeishusei2015.04878.1.3： 取之爲c(iaŋ)鏡。
kyomeishusei2015.04878.1.4： 淸如c(iaŋ)明。
kyomeishusei2015.04878.1.5： 左龍右d(ɑ)乕。
kyomeishusei2015.04878.1.6： 備亖b(ɑŋ)旁。
kyomeishusei2015.04879.1.1： 新有善a(oŋ)銅。
kyomeishusei2015.04879.1.2： 出丹b(ɑŋ)陽。
kyomeishusei2015.04879.1.3： 和以銀c(ek)錫。
kyomeishusei2015.04879.1.4： 淸且d(iaŋ)明。
kyomeishusei2015.04879.1.5： 右e(ɑ)乕。
kyomeishusei2015.04879.1.6： 掌亖b(ɑŋ)彭。
kyomeishusei2015.04879.1.7： 未□。
kyomeishusei2015.04880.1.1： 餘造明a(iaŋ)竟。
kyomeishusei2015.04880.1.2： 服者□□4 方格×2 b(iə)字。
kyomeishusei2015.04881.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.04881.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.04881.1.3： 長冝■。
kyomeishusei2015.04882.1.1： 吾作明竟。
kyomeishusei2015.04883.1.1： □作a(iaŋ)竟。
kyomeishusei2015.04883.1.2： 眞大□。
kyomeishusei2015.04883.1.3： 冝子□。
kyomeishusei2015.04884.1.1： 長冝子a(uən)孫。
kyomeishusei2015.04884.1.2： □□□□。
kyomeishusei2015.04885.1.1： 子丑寅卯辰巳午未申酉戌亥］。
kyomeishusei2015.04886.1.1： 日利大萬。
kyomeishusei2015.04887.1.1： 昭□明a(iaŋ)竟。
kyomeishusei2015.04887.1.2： 人快b(iə)意。
kyomeishusei2015.04887.1.3： 左龍右c(ɑ)乕。
kyomeishusei2015.04887.1.4： 亖時d(ə)置。
kyomeishusei2015.04887.1.5： 常保二e(in)親。
kyomeishusei2015.04887.1.6： 樂毋d(ə)事。
kyomeishusei2015.04887.1.7： 長冝子f(uən)孫。
kyomeishusei2015.04887.1.8： 家大h(u)富。
kyomeishusei2015.04887.1.9： 與君相i(ou)保。
kyomeishusei2015.04887.1.10： 常相b(iə)意。
kyomeishusei2015.04888.1.1： 五朱。
kyomeishusei2015.04889.1.1： □年益a(u)壽。
kyomeishusei2015.04889.1.2： 大樂□□。
kyomeishusei2015.04890.1.1： 長冝官位。
kyomeishusei2015.04891.1.1： 長冝高官。
kyomeishusei2015.04892.1.1： 君冝高官。
kyomeishusei2015.04893.1.1： 君冝高官。
kyomeishusei2015.04894.1.1： 君冝高官。
kyomeishusei2015.04895.1.1： 君冝高a(uɑn)官。
kyomeishusei2015.04895.1.2： 上”君冝”。
kyomeishusei2015.04895.1.3： 下”高官”。
kyomeishusei2015.04896.1.1： □冝高官。
kyomeishusei2015.04896.1.2： 4 方格×1 a(iə)字。
kyomeishusei2015.04897.1.1： 高a(uɑn)官。
kyomeishusei2015.04897.1.2： 上”高”。
kyomeishusei2015.04897.1.3： 下”官”。
kyomeishusei2015.04898.1.1： 位至三公。
kyomeishusei2015.04899.1.1： 位至三a(oŋ)公。
kyomeishusei2015.04899.1.2： 上”位至”。
kyomeishusei2015.04899.1.3： 下”三公”。
kyomeishusei2015.04900.1.1： □□三a(oŋ)公。
kyomeishusei2015.04900.1.2： 上”□□”。
kyomeishusei2015.04900.1.3： 下”三公”。
kyomeishusei2015.04901.1.1： □□三a(oŋ)公。
kyomeishusei2015.04901.1.2： 上”□□”。
kyomeishusei2015.04901.1.3： 下”三公”。
kyomeishusei2015.04902.1.1： 王位□a(uɑŋ)王。
kyomeishusei2015.04902.1.2： 上”位王”。
kyomeishusei2015.04902.1.3： 下”□王”。
kyomeishusei2015.04903.1.1： 長冝子孫。
kyomeishusei2015.04904.1.1： 長冝子孫。
kyomeishusei2015.04905.1.1： 長冝子孫。
kyomeishusei2015.04906.1.1： 長冝子孫。
kyomeishusei2015.04907.1.1： 長冝子孫。
kyomeishusei2015.04908.1.1： 常貴a(u)富。
kyomeishusei2015.04908.1.2： 樂未b(iɑŋ)央。
kyomeishusei2015.04908.1.3： 長相c(iə)思。
kyomeishusei2015.04908.1.4： 毋相d(uɑŋ)忘。
kyomeishusei2015.04909.1.1： 樂無a(ə)事。
kyomeishusei2015.04909.1.2： 日有b(ɨ)憙。
kyomeishusei2015.04909.1.3： 冝酒c(iə)食。
kyomeishusei2015.04909.1.4： 長貴d(u)富。
kyomeishusei2015.04910.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04910.1.2： 天下大a(ɑŋ)陽。
kyomeishusei2015.04911.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04911.1.2： 天下大a(ɑŋ)陽。
kyomeishusei2015.04912.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04912.1.2： 天下大b(iaŋ)明。
kyomeishusei2015.04913.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04913.1.2： 天下大b(iaŋ)明。
kyomeishusei2015.04914.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04914.1.2： 天下大b(iaŋ)明。
kyomeishusei2015.04915.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04915.1.2： 天下大b(iaŋ)明。
kyomeishusei2015.04916.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04916.1.2： 長毋相b(uɑŋ)忘。
kyomeishusei2015.04917.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04917.1.2： 長毋相b(uɑŋ)忘。
kyomeishusei2015.04918.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04918.1.2： 長毋相b(uɑŋ)忘。
kyomeishusei2015.04919.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04919.1.2： 長樂未b(iɑŋ)央。
kyomeishusei2015.04920.1.1： 湅治a(oŋ)銅。
kyomeishusei2015.04920.1.2： 淸而b(iaŋ)明。
kyomeishusei2015.04920.1.3： 以之c(uai)爲。
kyomeishusei2015.04920.1.4： 冝文d(ɑŋ)章。
kyomeishusei2015.04920.1.5： 延年益e(u)壽。
kyomeishusei2015.04920.1.6： 辟不f(iɑŋ)祥。
kyomeishusei2015.04920.1.7： 與天無h(ik)極。
kyomeishusei2015.04920.1.8： 如日之d(ɑŋ)光。
kyomeishusei2015.04920.1.9： 長秋萬i(ia)歲。
kyomeishusei2015.04920.1.10： 長j(ɔk)樂。
kyomeishusei2015.04921.1.1： 湅治銅a(ua)華。
kyomeishusei2015.04921.1.2： 淸而b(iaŋ)明。
kyomeishusei2015.04921.1.3： 以之爲b(iaŋ)鏡。
kyomeishusei2015.04921.1.4： 冝文c(ɑŋ)章。
kyomeishusei2015.04921.1.5： 延年益d(u)壽。
kyomeishusei2015.04921.1.6： 辟不e(iɑŋ)祥。
kyomeishusei2015.04921.1.7： 與天無f(ik)極。
kyomeishusei2015.04921.1.8： 如日c(ɑŋ)光。
kyomeishusei2015.04921.1.9： 長秋萬h(ia)歲。
kyomeishusei2015.04921.1.10： 長樂未e(iɑŋ)央。
kyomeishusei2015.04921.1.11： 可爲矦i(uɑŋ)王。
kyomeishusei2015.04922.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04922.1.2： 長毋相b(uɑŋ)忘。
kyomeishusei2015.04923.1.1： 内淸□1。
kyomeishusei2015.04923.1.2： 以昭a(iaŋ)明。
kyomeishusei2015.04923.1.3： 光輝b(iɑŋ)象。
kyomeishusei2015.04923.1.4： 夫日c(iɑt)月。
kyomeishusei2015.04923.1.5： 心忽d(uk)穆。
kyomeishusei2015.04923.1.6： 而□2□3。
kyomeishusei2015.04923.1.7： □4□5□6。
kyomeishusei2015.04923.1.8： 而不e(a)泄。
kyomeishusei2015.04924.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04924.1.2： 長毋相b(uɑŋ)忘。
kyomeishusei2015.04925.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04925.1.2： 天下大a(ɑŋ)陽。
kyomeishusei2015.04926.1.1： 天日之□。
kyomeishusei2015.04926.1.2： 長毋□□□□。
kyomeishusei2015.04928.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.04928.1.2： 長不□b(uɑŋ)忘。
kyomeishusei2015.04932.1.1： 内淸□。
kyomeishusei2015.04932.1.2： 以昭a(iaŋ)明。
kyomeishusei2015.04932.1.3： 光輝象□。
kyomeishusei2015.04932.1.4： 夫日b(iɑt)月。
kyomeishusei2015.04932.1.5： 心忽揚c(ə)而。
kyomeishusei2015.04932.1.6： 忠□□。
kyomeishusei2015.04933.1.1： 内而淸而以質而明光而象夫日月心而忽忠不□。
kyomeishusei2015.04934.1.1： 内而淸而以而昭而明而光而□而夫而日而月不已。
kyomeishusei2015.04935.1.1： 内而淸而以而照而明而光而日而月而。
kyomeishusei2015.04936.1.1： 内而淸而以而照明而光而象夫日月心而不泄。
kyomeishusei2015.04937.1.1： 内而淸而以照明光□夫日而月心忽忠然而不泄。
kyomeishusei2015.04938.1.1： 内而淸而□而照而明而光而象而日月不。
kyomeishusei2015.04939.1.1： 内而淸而以天昭而明而光而忠夫而日月不。
kyomeishusei2015.04940.1.1： 内而淸而以天昭而明光而象而日而月而不而。
kyomeishusei2015.04941.1.1： 内而淸而明而昭而明光而□日而月。
kyomeishusei2015.04942.1.1： 内淸a(it)質。
kyomeishusei2015.04942.1.2： 以昭b(iaŋ)明。
