kyomeishusei2015.00001.1.1： 脩相思、毌相a忘。
kyomeishusei2015.04899.1.2： 上”位至”。
kyomeishusei2015.04899.1.3： 下”三公”。
kyomeishusei2015.04900.1.1： □□三a公。
kyomeishusei2015.04900.1.2： 上”□□”。
kyomeishusei2015.04900.1.3： 下”三公”。
kyomeishusei2015.04901.1.1： □□三a公。
kyomeishusei2015.04901.1.2： 上”□□”。
kyomeishusei2015.04901.1.3： 下”三公”。
kyomeishusei2015.04902.1.1： 王位□a王。
kyomeishusei2015.04902.1.2： 上”位王”。
kyomeishusei2015.04902.1.3： 下”□王”。
kyomeishusei2015.04903.1.1： 長冝子a孫。
kyomeishusei2015.04904.1.1： 長冝子a孫。
kyomeishusei2015.04905.1.1： 長冝子a孫。
kyomeishusei2015.04906.1.1： 長冝子a孫。
kyomeishusei2015.04907.1.1： 長冝子a孫。
kyomeishusei2015.04908.1.1： 常貴a富。
kyomeishusei2015.04908.1.2： 樂未a央。
kyomeishusei2015.04908.1.3： 長相a思。
kyomeishusei2015.04908.1.4： 毋相a忘。
kyomeishusei2015.04909.1.1： 樂無a事。
kyomeishusei2015.04909.1.2： 日有a憙。
kyomeishusei2015.04909.1.3： 冝酒a食。
kyomeishusei2015.04909.1.4： 長貴a富。
kyomeishusei2015.04910.1.1： 見日之a光。
kyomeishusei2015.04910.1.2： 天下大a陽。
kyomeishusei2015.04911.1.1： 見日之a光。
kyomeishusei2015.04911.1.2： 天下大a陽。
kyomeishusei2015.04912.1.1： 見日之a光。
kyomeishusei2015.04912.1.2： 天下大a明。
kyomeishusei2015.04913.1.1： 見日之a光。
kyomeishusei2015.04913.1.2： 天下大a明。
kyomeishusei2015.04914.1.1： 見日之a光。
kyomeishusei2015.04914.1.2： 天下大a明。
kyomeishusei2015.04915.1.1： 見日之a光。
kyomeishusei2015.04915.1.2： 天下大a明。
kyomeishusei2015.04916.1.1： 見日之a光。
kyomeishusei2015.04916.1.2： 長毋相a忘。
kyomeishusei2015.04917.1.1： 見日之a光。
kyomeishusei2015.04917.1.2： 長毋相a忘。
kyomeishusei2015.04918.1.1： 見日之a光。
kyomeishusei2015.04918.1.2： 長毋相a忘。
kyomeishusei2015.04919.1.1： 見日之a光。
kyomeishusei2015.04919.1.2： 長樂未a央。
kyomeishusei2015.04920.1.1： 湅治a銅。
kyomeishusei2015.04920.1.2： 淸而a明。
kyomeishusei2015.04920.1.3： 以之a爲。
kyomeishusei2015.04920.1.4： 冝文a章。
kyomeishusei2015.04920.1.5： 延年益a壽。
kyomeishusei2015.04920.1.6： 辟不a祥。
kyomeishusei2015.04920.1.7： 與天無a極。
kyomeishusei2015.04920.1.8： 如日之a光。
kyomeishusei2015.04920.1.9： 長秋萬a歲。
kyomeishusei2015.04920.1.10： 長a樂。
kyomeishusei2015.04921.1.1： 湅治銅a華。
kyomeishusei2015.04921.1.2： 淸而a明。
kyomeishusei2015.04921.1.3： 以之爲a鏡。
kyomeishusei2015.04921.1.4： 冝文a章。
kyomeishusei2015.04921.1.5： 延年益a壽。
kyomeishusei2015.04921.1.6： 辟不a祥。
kyomeishusei2015.04921.1.7： 與天無a極。
kyomeishusei2015.04921.1.8： 如日a光。
kyomeishusei2015.04921.1.9： 長秋萬a歲。
kyomeishusei2015.04921.1.10： 長樂未a央。
kyomeishusei2015.04921.1.11： 可爲矦a王。
kyomeishusei2015.04922.1.1： 見日之a光。
kyomeishusei2015.04922.1.2： 長毋相a忘。
kyomeishusei2015.04923.1.1： 内淸□1。
kyomeishusei2015.04923.1.2： 以昭a明。
kyomeishusei2015.04923.1.3： 光輝a象。
kyomeishusei2015.04923.1.4： 夫日a月。
kyomeishusei2015.04923.1.5： 心忽a穆。
kyomeishusei2015.04923.1.6： 而□2□3。
kyomeishusei2015.04923.1.7： □4□5□6。
kyomeishusei2015.04923.1.8： 而不a泄。
kyomeishusei2015.04924.1.1： 見日之a光。
kyomeishusei2015.04924.1.2： 長毋相a忘。
kyomeishusei2015.04925.1.1： 見日之a光。
kyomeishusei2015.04925.1.2： 天下大a陽。
kyomeishusei2015.04926.1.1： 天日之□。
kyomeishusei2015.04926.1.2： 長毋□□□□。
kyomeishusei2015.04928.1.1： 見日之a光。
kyomeishusei2015.04928.1.2： 長不□a忘。
kyomeishusei2015.04932.1.1： 内淸□。
kyomeishusei2015.04932.1.2： 以昭a明。
kyomeishusei2015.04932.1.3： 光輝象□。
kyomeishusei2015.04932.1.4： 夫日a月。
kyomeishusei2015.04932.1.5： 心忽揚a而。
kyomeishusei2015.04932.1.6： 忠□□。
kyomeishusei2015.04933.1.1： 内而淸而以質而明光而象夫日月心而忽忠不□。
kyomeishusei2015.04934.1.1： 内而淸而以而昭而明而光而□而夫而日而月不a已。
kyomeishusei2015.04935.1.1： 内而淸而以而照而明而光而日而月a而。
kyomeishusei2015.04936.1.1： 内而淸而以而照明而光而象夫日月心而不a泄。
kyomeishusei2015.04937.1.1： 内而淸而以照明光□夫日而月心忽忠然而不a泄。
kyomeishusei2015.04938.1.1： 内而淸而□而照而明而光而象而日月a不。
kyomeishusei2015.04939.1.1： 内而淸而以天昭而明而光而忠夫而日月a不。
kyomeishusei2015.04940.1.1： 内而淸而以天昭而明光而象而日而月而不a而。
kyomeishusei2015.04941.1.1： 内而淸而明而昭而明光而□日而a月。
kyomeishusei2015.04942.1.1： 内淸a質。
kyomeishusei2015.04942.1.2： 以昭a明。
kyomeishusei2015.04942.1.3： 光輝夫a象。
kyomeishusei2015.04942.1.4： 日a月。
kyomeishusei2015.04942.1.5： 心忽揚a而。
kyomeishusei2015.04942.1.6： 願忠然□。
kyomeishusei2015.04943.1.1： □日□。
kyomeishusei2015.04943.1.2： 光a象。
kyomeishusei2015.04943.1.3： 夫日月□。
kyomeishusei2015.04944.1.1： 内而淸而以一而明光象夫日月不□。
kyomeishusei2015.04946.1.1： 家常富a貴。
kyomeishusei2015.04947.1.1： 家常富a貴。
kyomeishusei2015.04948.1.1： 家常富a貴。
kyomeishusei2015.04949.1.1： 家常富a貴。
kyomeishusei2015.04950.1.1： 大樂貴a富。
kyomeishusei2015.04950.1.2： 千秋萬a歲。
kyomeishusei2015.04950.1.3： 冝酒a食。
kyomeishusei2015.04951.1.1： 大樂未a央。
kyomeishusei2015.04951.1.2： 長相a思。
kyomeishusei2015.04951.1.3： □毌相a忘。
kyomeishusei2015.04952.1.1： 大樂貴a富。
kyomeishusei2015.04952.1.2： 得□a喜。
kyomeishusei2015.04952.1.3： 千秋萬a歲。
kyomeishusei2015.04952.1.4： 冝酒a食。
kyomeishusei2015.04953.1.1： 大樂貴a富。
kyomeishusei2015.04953.1.2： 千秋萬a歲。
kyomeishusei2015.04953.1.3： 冝酒a食。
kyomeishusei2015.04954.1.1： 長冝子a孫。
kyomeishusei2015.04955.1.1： 君冝官a位。
kyomeishusei2015.04956.1.1： 見日之a光。
kyomeishusei2015.04956.1.2： 天下大a明。
kyomeishusei2015.04957.1.1： 見日之a光。
kyomeishusei2015.04957.1.2： 天下大a明。
kyomeishusei2015.04958.1.1： 見日之a光。
kyomeishusei2015.04958.1.2： 天下大a明。
kyomeishusei2015.04959.1.1： 見日之a光。
kyomeishusei2015.04959.1.2： 天下大a明。
kyomeishusei2015.04961.1.1： 見日之a光。
kyomeishusei2015.04961.1.2： 天下a大。
kyomeishusei2015.04962.1.1： 見日之a光。
kyomeishusei2015.04962.1.2： 天下大a明。
kyomeishusei2015.04963.1.1： 鏡以此a行。
kyomeishusei2015.04963.1.2： 服者君a卿。
kyomeishusei2015.04963.1.3： 所言必a當。
kyomeishusei2015.04963.1.4： 千秋萬a歲。
kyomeishusei2015.04963.1.5： 長毌相a忘。
kyomeishusei2015.04964.1.1： 見日之a光。
kyomeishusei2015.04964.1.2： 天下大a明。
kyomeishusei2015.04965.1.1： 見日之a光。
kyomeishusei2015.04965.1.2： 天下大a明。
kyomeishusei2015.04966.1.1： 長相□。
kyomeishusei2015.04966.1.2： 毌相a忘。
kyomeishusei2015.04966.1.3： 常貴a富。
kyomeishusei2015.04966.1.4： 樂未a央。
kyomeishusei2015.04967.1.1： 長相a思。
kyomeishusei2015.04967.1.2： 毌相a忘。
kyomeishusei2015.04967.1.3： 常貴a富。
kyomeishusei2015.04967.1.4： 樂未a央。
kyomeishusei2015.04968.1.1： 見日之a光。
kyomeishusei2015.04968.1.2： 長樂未a央。
kyomeishusei2015.04969.1.1： 見日之a明。
kyomeishusei2015.04969.1.2： 天下大a明。
kyomeishusei2015.04970.1.1： 見日之a光。
kyomeishusei2015.04970.1.2： 天下大a陽。
kyomeishusei2015.04971.1.1： 見日之a光。
kyomeishusei2015.04971.1.2： 長毌相a忘。
kyomeishusei2015.04972.1.1： 見日之a光。
kyomeishusei2015.04972.1.2： 天下大a明。
kyomeishusei2015.04973.1.1： 見日之a光。
kyomeishusei2015.04973.1.2： 天下大a明。
kyomeishusei2015.04974.1.1： 見日之a光。
kyomeishusei2015.04974.1.2： 天下大a明。
kyomeishusei2015.04975.1.1： 見日之a光。
kyomeishusei2015.04975.1.2： 所言必a當。
kyomeishusei2015.04976.1.1： 見日之a光。
kyomeishusei2015.04976.1.2： 長毌相a忘。
kyomeishusei2015.04977.1.1： 見日之a光。
kyomeishusei2015.04977.1.2： 君毌相a忘。
kyomeishusei2015.04978.1.1： 見日之a光。
kyomeishusei2015.04978.1.2： 長毌相a忘。
kyomeishusei2015.04979.1.1： 見日之a光。
kyomeishusei2015.04979.1.2： 長毌相a忘。
kyomeishusei2015.04980.1.1： 見日之a光。
kyomeishusei2015.04980.1.2： 天下大a明。
kyomeishusei2015.04981.1.1： 見日之a光。
kyomeishusei2015.04981.1.2： 長毌相a忘。
kyomeishusei2015.04982.1.1： 見日之a光。
kyomeishusei2015.04982.1.2： 長毌相a忘。
kyomeishusei2015.04983.1.1： 見日之a光。
kyomeishusei2015.04983.1.2： 長毌相a忘。
kyomeishusei2015.04984.1.1： 見日之a光。
kyomeishusei2015.04984.1.2： 長樂未a央。
kyomeishusei2015.04986.1.1： 見日之a光。
kyomeishusei2015.04986.1.2： 天下大a陽。
kyomeishusei2015.04987.1.1： 長貴a富。
kyomeishusei2015.04987.1.2： 樂毌a事。
kyomeishusei2015.04987.1.3： 日有a憙。
kyomeishusei2015.04987.1.4： 冝酒a食。
kyomeishusei2015.04988.1.1： 長貴a富。
kyomeishusei2015.04988.1.2： 樂毌a事。
kyomeishusei2015.04988.1.3： 日有a憙。
kyomeishusei2015.04988.1.4： 冝酒a食。
kyomeishusei2015.04989.1.1： 見日之a光。
kyomeishusei2015.04989.1.2： 天下大a明。
kyomeishusei2015.04990.1.1： 見日之a光。
kyomeishusei2015.04990.1.2： 天下大a明。
kyomeishusei2015.04991.1.1： 見日之a光。
kyomeishusei2015.04991.1.2： 天下大a明。
kyomeishusei2015.04992.1.1： 見日之a光。
kyomeishusei2015.04992.1.2： 天下大a明。
kyomeishusei2015.04993.1.1： 見日之a光。
kyomeishusei2015.04993.1.2： 天下大a明。
kyomeishusei2015.04994.1.1： 見日之a光。
kyomeishusei2015.04994.1.2： 天下大a明。
kyomeishusei2015.04995.1.1： 見日之a光。
kyomeishusei2015.04995.1.2： 天下大a明。
kyomeishusei2015.04996.1.1： 見日之a光。
kyomeishusei2015.04996.1.2： 天□大a明。
kyomeishusei2015.04997.1.1： 見日之a光。
kyomeishusei2015.04997.1.2： 天下大a明。
kyomeishusei2015.04998.1.1： 見日之a光。
kyomeishusei2015.04998.1.2： 長樂未a央。
kyomeishusei2015.04999.1.1： 見日之a光。
kyomeishusei2015.04999.1.2： 天下大a明。
kyomeishusei2015.05000.1.1： 見日之a明。
kyomeishusei2015.05000.1.2： 天下大a明。
kyomeishusei2015.05001.1.1： 見日之a明。
kyomeishusei2015.05001.1.2： 天下大a明。
kyomeishusei2015.05002.1.1： 見日之a光。
kyomeishusei2015.05002.1.2： 天下大a明。
kyomeishusei2015.05003.1.1： 見日之a光。
kyomeishusei2015.05003.1.2： 長樂未a央。
kyomeishusei2015.05004.1.1： 富a貴。
kyomeishusei2015.05004.1.2： 長相a忘。
kyomeishusei2015.05004.1.3： 毌相a忘。
kyomeishusei2015.05005.1.1： 見日之a光。
kyomeishusei2015.05005.1.2： 天下大a明。
kyomeishusei2015.05006.1.1： 見日a光。
kyomeishusei2015.05006.1.2： 天下大a陽。
kyomeishusei2015.05006.1.3： 服者君a卿。
kyomeishusei2015.05006.1.4： 延年益a壽。
kyomeishusei2015.05006.1.5： 敬毌相a忘。
kyomeishusei2015.05006.1.6： 幸至未a央。
kyomeishusei2015.05007.1.1： 服者君a王。
kyomeishusei2015.05007.1.2： 幸至未a央。
kyomeishusei2015.05008.1.1： 長毌相a忘。
kyomeishusei2015.05008.1.2： □未□a陽。
kyomeishusei2015.05009.1.1： 見日之a光。
kyomeishusei2015.05009.1.2： 天下大a明。
kyomeishusei2015.05010.1.1： 見日之a光。
kyomeishusei2015.05010.1.2： 天下大□。
kyomeishusei2015.05011.1.1： 長貴□□。
kyomeishusei2015.05011.1.2： □相忘□。
kyomeishusei2015.05012.1.1： 長貴□□。
kyomeishusei2015.05012.1.2： □相忘□。
kyomeishusei2015.05013.1.1： 長相□。
kyomeishusei2015.05013.1.2： 毌相a忘。
kyomeishusei2015.05013.1.3： 常富a貴。
kyomeishusei2015.05013.1.4： □未□。
kyomeishusei2015.05014.1.1： 家常貴a富。
kyomeishusei2015.05015.1.1： 家常貴a富。
kyomeishusei2015.05016.1.1： 絜淸a白。
kyomeishusei2015.05016.1.2： 而事a君。
kyomeishusei2015.05016.1.3： 志a驩。
kyomeishusei2015.05016.1.4： 之合a明。
kyomeishusei2015.05016.1.5： 彶玄a錫。
kyomeishusei2015.05016.1.6： 之a澤。
kyomeishusei2015.05016.1.7： 疏遠日a忘。
kyomeishusei2015.05016.1.8： 愼美之a弇。
kyomeishusei2015.05016.1.9： 而忘a絕。
kyomeishusei2015.05017.1.1： 絜淸a白。
kyomeishusei2015.05017.1.2： 而事a君。
kyomeishusei2015.05017.1.3： 志a淸。
kyomeishusei2015.05017.1.4： a汚。
kyomeishusei2015.05017.1.5： 之弇a明。
kyomeishusei2015.05017.1.6： 玄錫□。
kyomeishusei2015.05017.1.7： 而日a忘。
kyomeishusei2015.05017.1.8： 外承□a泉。
kyomeishusei2015.05017.1.9： 永a思。
kyomeishusei2015.05017.1.10： 之毌a絕。
kyomeishusei2015.05017.1.11： a而之。
kyomeishusei2015.05018.1： 絜淸白，而事君，志驩，之合明，作玄錫，之澤，恐疏遠，日忘，懷
kyomeishusei2015.05019.1.1： 絜而淸而白而事君怨而汚之弇明光玄錫而a澤。
kyomeishusei2015.05019.1.2： 而日a忘。
kyomeishusei2015.05019.1.3： 不a泄。
kyomeishusei2015.05020.1.1： 絜淸a白。
kyomeishusei2015.05020.1.2： 而事a君。
kyomeishusei2015.05020.1.3： 志a驩。
kyomeishusei2015.05020.1.4： 之合而a明。
kyomeishusei2015.05020.1.5： 彶玄a錫。
kyomeishusei2015.05020.1.6： 而a澤。
kyomeishusei2015.05020.1.7： 怨疏a遠。
kyomeishusei2015.05020.1.8： 日a忘。
kyomeishusei2015.05020.1.9： 心懷a而。
kyomeishusei2015.05020.1.10： 美之a窔。
kyomeishusei2015.05020.1.11： 之a可。
kyomeishusei2015.05020.1.12： 毌a絕。
kyomeishusei2015.05021.1.1： 絜而淸白而事君塞而汚志弇明光玄而錫之澤而澤而a恐。
kyomeishusei2015.05021.1.2： □而日a忘。
kyomeishusei2015.05023.1： 見日之光，長不相下
kyomeishusei2015.05032.1.1： 見日之a光。
kyomeishusei2015.05032.1.2： 天下大明；每字之閒有”毌”形符號或短弧綫相a隔。
kyomeishusei2015.05038.1.1： 見日之a光。
kyomeishusei2015.05038.1.2： 長不相忘；每兩字閒有雙弧綫相a隔。
kyomeishusei2015.05043.1.1： 見日之a光。
kyomeishusei2015.05043.1.2： 天下大□；每字閒隔以”毌”形符號或短弧a綫。
kyomeishusei2015.05047.1.1： 見日之a光。
kyomeishusei2015.05047.1.2： □□大明；每字閒以”毌”形符號或短弧綫條相a隔。
kyomeishusei2015.05048.1.1： 見日之a光。
kyomeishusei2015.05048.1.2： 天下大明；每字閒以”毌”形符號相a隔。
kyomeishusei2015.05049.1.1： 見日之a光。
kyomeishusei2015.05049.1.2： 長不□□；每字閒隔以”毌”形符號或短弧綫a條。
kyomeishusei2015.05056.1.1： 見之光a日。
kyomeishusei2015.05056.1.2： 長毌忘a毌。
kyomeishusei2015.05056.1.3： 毌君a長。
kyomeishusei2015.05056.1.4： 日之a光。
kyomeishusei2015.05056.1.5： a忘之。
kyomeishusei2015.05056.1.6： 每兩字閒有帶圓座乳釘a紋。
kyomeishusei2015.05057.1.1： 見□光a光。
kyomeishusei2015.05057.1.2： 長毌忘君；每字閒有”毌”形或帶圓座乳釘相a隔。
kyomeishusei2015.05058.1.1： □日□a光。
kyomeishusei2015.05058.1.2： 天下□明；每字閒以短弧綫或”毌”形符號相a隔。
kyomeishusei2015.05059.1.1： 見日之a一。
kyomeishusei2015.05059.1.2： 長不大下；每二字閒有”□”形符號相a隔。
kyomeishusei2015.05064.1.1： □日之a光。
kyomeishusei2015.05064.1.2： 大不□□；每兩字閒隔以短弧綫a條。
kyomeishusei2015.05066.1.1： 内a淸之。
kyomeishusei2015.05066.1.2： 以昭a明。
kyomeishusei2015.05066.1.3： 光而a象。
kyomeishusei2015.05066.1.4： 夫日a月。
kyomeishusei2015.05066.1.5： 心a忽乎。
kyomeishusei2015.05066.1.6： 而忠a然。
kyomeishusei2015.05066.1.7： 而不a泄。
kyomeishusei2015.05067.1.1： 内而淸而以而昭而明而之日□。
kyomeishusei2015.05068.1.1： 内而淸以昭而明光而象夫日月心a不。
kyomeishusei2015.05069.1.1： 内淸a以。
kyomeishusei2015.05069.1.2： 而昭□a明之。
kyomeishusei2015.05069.1.3： 光a象。
kyomeishusei2015.05069.1.4： 日a月。
kyomeishusei2015.05069.1.5： 心忽a楊。
kyomeishusei2015.05069.1.6： 而a忠。
kyomeishusei2015.05069.1.7： 塞不a泄。
kyomeishusei2015.05070.1.1： 内而淸而以昭明光而日一月不a泄。
kyomeishusei2015.05071.1.1： 内而淸而質而以而昭而明而光而夫而象日而月而不而可而a泄。
kyomeishusei2015.05072.1.1： 内淸a質。
kyomeishusei2015.05072.1.2： 以昭a明。
kyomeishusei2015.05072.1.3： 光輝a象。
kyomeishusei2015.05072.1.4： 夫日a月。
kyomeishusei2015.05072.1.5： 心a忽乎。
kyomeishusei2015.05072.1.6： 而願a忠。
kyomeishusei2015.05072.1.7： 乎而a泄。
kyomeishusei2015.05073.1.1： 内而靑而以而昭明光而象夫日月□。
kyomeishusei2015.05074.1.1： 内而淸而以昭而明光而象夫日月心不a泄。
kyomeishusei2015.05075.1.1： 内而淸而以昭明光而象夫日月心a泄。
kyomeishusei2015.05076.1.1： 内而淸而以□昭而明光而象夫日月而心而忽而不a泄。
kyomeishusei2015.05077.1.1： 内而淸而以昭而明光而象夫日之月心忽而不泄a巳。
kyomeishusei2015.05078.1.1： 内淸而以昭明光象夫日而月心忽而忠不a泄。
kyomeishusei2015.05079.1.1： 内淸而以昭明光象日月心而忽而忠雍塞而不a泄。
kyomeishusei2015.05080.1.1： 内a淸之。
kyomeishusei2015.05080.1.2： 以昭a明。
kyomeishusei2015.05080.1.3： 光而a象。
kyomeishusei2015.05080.1.4： 夫日a月。
kyomeishusei2015.05080.1.5： 心a忽。
kyomeishusei2015.05081.1.1： 内而淸而以昭而明光而象夫日月心而忽忠而不a泄。
kyomeishusei2015.05082.1.1： 内a淸之。
kyomeishusei2015.05082.1.2： 以昭a明。
kyomeishusei2015.05082.1.3： 光之a象。
kyomeishusei2015.05082.1.4： 而日a月。
kyomeishusei2015.05082.1.5： 心a忽。
kyomeishusei2015.05083.1.1： 内而淸而以昭而明光而象夫而日之月而兮而a不。
kyomeishusei2015.05084.1.1： 内而淸而以而昭而明而光而象而日而a月。
kyomeishusei2015.05085.1.1： 内淸而以昭明光而象夫日月心忽不a泄。
kyomeishusei2015.05086.1.1： 内而靑而以昭明光而象夫而日之月兮而心而日而不a泄。
kyomeishusei2015.05087.1.1： 内a淸。
kyomeishusei2015.05087.1.2： 以昭□。
kyomeishusei2015.05087.1.3： 光而□。
kyomeishusei2015.05087.1.4： 夫□□□。
kyomeishusei2015.05087.1.5： 忽□。
kyomeishusei2015.05088.1.1： 内而淸而以而昭明光而□夫日月不a泄。
kyomeishusei2015.05089.1.1： 内淸a質。
kyomeishusei2015.05089.1.2： 以昭a明。
kyomeishusei2015.05089.1.3： 光之a象。
kyomeishusei2015.05089.1.4： 夫日a月。
kyomeishusei2015.05089.1.5： 心忽a楊。
kyomeishusei2015.05089.1.6： 雍a塞。
kyomeishusei2015.05089.1.7： 不a泄。
kyomeishusei2015.05090.1.1： 内而淸而以而昭而明光而象夫日a月。
kyomeishusei2015.05091.1.1： 内而淸而以昭明光而象夫日之月心忽而忠然雍塞而不a泄。
kyomeishusei2015.05092.1.1： 内而靑而以而昭而明而光而夫而象而日而月而a不。
kyomeishusei2015.05093.1.1： 内而淸而以而昭而明光而象夫日a月。
kyomeishusei2015.05094.1.1： 内而淸而以而昭而明而光而夫而日而a月。
kyomeishusei2015.05095.1.1： 内淸a質。
kyomeishusei2015.05095.1.2： 以昭a明。
kyomeishusei2015.05095.1.3： 光之象a而。
kyomeishusei2015.05095.1.4： 夫日a月。
kyomeishusei2015.05095.1.5： 心忽a而。
kyomeishusei2015.05095.1.6： 願a忠。
kyomeishusei2015.05095.1.7： 雍然而a塞。
kyomeishusei2015.05095.1.8： 不而a泄乎。
kyomeishusei2015.05096.1.1： 内淸a質。
