kyomeishusei2015.00001.1.1： 脩相思、毌相忘。
kyomeishusei2015.06485.1.1： 湅治鉛華。
kyomeishusei2015.06485.1.2： 淸而a明。
kyomeishusei2015.06485.1.3： 以爲鏡。
kyomeishusei2015.06485.1.4： 宜文a章。
kyomeishusei2015.06485.1.5： 延年益壽。
kyomeishusei2015.06485.1.6： 辟去不a羊。
kyomeishusei2015.06485.1.7： 與天無極。
kyomeishusei2015.06486.1.1： 景公之象兮。
kyomeishusei2015.06486.1.2： 吳娃之a兌。
kyomeishusei2015.06486.1.3： 作于明鏡兮。
kyomeishusei2015.06486.1.4： 象似日之a月。
kyomeishusei2015.06486.1.5： 長相思兮。
kyomeishusei2015.06486.1.6： 世a不。
kyomeishusei2015.06487.1.1： 角王巨虛。
kyomeishusei2015.06487.1.2： 辟非a羊。
kyomeishusei2015.06487.1.3： 赤鳥玄武。
kyomeishusei2015.06487.1.4： 治陰a陽。
kyomeishusei2015.06487.1.5： 蒼龍白虎。
kyomeishusei2015.06487.1.6： 神而a明。
kyomeishusei2015.06487.1.7： 國□受福。
kyomeishusei2015.06487.1.8： 家富a昌。
kyomeishusei2015.06487.1.9： 與天毋極。
kyomeishusei2015.06487.1.10： 樂未a央。
kyomeishusei2015.06487.1.11： 如日月光。
kyomeishusei2015.06488.1.1： 陳氏作竟。
kyomeishusei2015.06488.1.2： 與衆χg昊。
kyomeishusei2015.06488.1.3： 左龍右虎。
kyomeishusei2015.06488.1.4： 四時a宜。
kyomeishusei2015.06488.1.5： 上有奇守。
kyomeishusei2015.06488.1.6： 各主a事。
kyomeishusei2015.06488.1.7： 好兮。
kyomeishusei2015.06489.1.1： 尙方作竟。
kyomeishusei2015.06489.1.2： 眞大a好。
kyomeishusei2015.06489.1.3： 上有山人不。
kyomeishusei2015.06490.1.1： 桼言上紀。
kyomeishusei2015.06490.1.2： 從鏡a始。
kyomeishusei2015.06490.1.3： 湅治銅錫。
kyomeishusei2015.06490.1.4： 去其a滓。
kyomeishusei2015.06491.1.1： 尙方作竟。
kyomeishusei2015.06491.1.2： 眞大a巧。
kyomeishusei2015.06491.1.3： 上有仙人。
kyomeishusei2015.06491.1.4： a不。
kyomeishusei2015.06492.1.1： 尙方御竟。
kyomeishusei2015.06492.1.2： 知人b情。
kyomeishusei2015.06492.1.3： 道同巧異。
kyomeishusei2015.06492.1.4： 各有a荊。
kyomeishusei2015.06492.1.5： 維古今世。
kyomeishusei2015.06492.1.6： 天下a平。
kyomeishusei2015.06492.1.7： 四夷降伏。
kyomeishusei2015.06492.1.8： 中國b寧。
kyomeishusei2015.06492.1.9： 人民安樂。
kyomeishusei2015.06492.1.10： 五穀b成。
kyomeishusei2015.06493.1.1： 内而明。
kyomeishusei2015.06493.1.2： 湅石a峰。
kyomeishusei2015.06493.1.3： 下之菁。
kyomeishusei2015.06493.1.4： 見乃a己。
kyomeishusei2015.06493.1.5： 知人淸。
kyomeishusei2015.06493.1.6： 心志g后。
kyomeishusei2015.06493.1.7： 樂長生。
kyomeishusei2015.06494.1.1： 尙方御竟。
kyomeishusei2015.06494.1.2： 眞大a好。
kyomeishusei2015.06494.1.3： 上有仙人。
kyomeishusei2015.06494.1.4： 不知a老。
kyomeishusei2015.06494.1.5： 渴汲玉泉。
kyomeishusei2015.06494.1.6： 㲹食a棗。
kyomeishusei2015.06494.1.7： 浮游天下。
kyomeishusei2015.06494.1.8： 敖亖a海。
kyomeishusei2015.06494.1.9： 徘徊名山。
kyomeishusei2015.06494.1.10： 采芝a草。
kyomeishusei2015.06494.1.11： 壽如金石。
kyomeishusei2015.06494.1.12： 爲國a保。
kyomeishusei2015.06494.1.13： 樂未央。
kyomeishusei2015.06494.1.14： 宜矦a王兮。
kyomeishusei2015.06495.1.1： 宜子孫。
kyomeishusei2015.06496.1.1： 尙方佳竟。
kyomeishusei2015.06496.1.2： 眞大a好。
kyomeishusei2015.06496.1.3： 上有仙人。
kyomeishusei2015.06496.1.4： 不知a老。
kyomeishusei2015.06496.1.5： 渴汲玉泉。
kyomeishusei2015.06496.1.6： 飢食a棗。
kyomeishusei2015.06496.1.7： 浮游天下。
kyomeishusei2015.06496.1.8： 敖亖a海。
kyomeishusei2015.06496.1.9： 俳洄名山。
kyomeishusei2015.06496.1.10： 采神a草。
kyomeishusei2015.06496.1.11： 壽敞今石。
kyomeishusei2015.06496.1.12： 如國a保。
kyomeishusei2015.06497.1.1： 宜子孫。
kyomeishusei2015.06498.1.1： 長宜子孫富樂未央兮。
kyomeishusei2015.06499.1.1： 尙方作竟。
kyomeishusei2015.06499.1.2： 眞大a圢。
kyomeishusei2015.06499.1.3： 上有山人。
kyomeishusei2015.06499.1.4： 不知a老。
kyomeishusei2015.06499.1.5： 汲玉泉。
kyomeishusei2015.06499.1.6： 㲹食a棗。
kyomeishusei2015.06499.1.7： 天下太平。
kyomeishusei2015.06500.1.1： 呂氏作。
kyomeishusei2015.06500.1.2： 上有仙a人。
kyomeishusei2015.06500.1.3： 不知老。
kyomeishusei2015.06500.1.4： 渴飮玉a泉。
kyomeishusei2015.06500.1.5： 飢食棗。
kyomeishusei2015.06500.1.6： 浮游天a下。
kyomeishusei2015.06500.1.7： 敖四海兮。
kyomeishusei2015.06501.1.1： 靑盖作竟。
kyomeishusei2015.06501.1.2： 自有a紀。
kyomeishusei2015.06501.1.3： 辟去不羊。
kyomeishusei2015.06501.1.4： 宜古a市。
kyomeishusei2015.06501.1.5： 長保二親。
kyomeishusei2015.06501.1.6： 利孫a子。
kyomeishusei2015.06501.1.7： 壽。
kyomeishusei2015.06502.1.1： 角王巨虛。
kyomeishusei2015.06502.1.2： 日後a憙。
kyomeishusei2015.06502.1.3： 昭此明鏡。
kyomeishusei2015.06502.1.4： 誠快a意。
kyomeishusei2015.06502.1.5： 上有龍虎。
kyomeishusei2015.06502.1.6： 亖時a宜。
kyomeishusei2015.06502.1.7： 長保二親。
kyomeishusei2015.06502.1.8： 樂毋a事。
kyomeishusei2015.06502.1.9： 子孫順息。
kyomeishusei2015.06502.1.10： 家富χh戩。
kyomeishusei2015.06502.1.11： 豫天無極。
kyomeishusei2015.06502.1.12： 受大a福。
kyomeishusei2015.06503.1.1： 内而光。
kyomeishusei2015.06503.1.2： 明而a靑。
kyomeishusei2015.06503.1.3： 湅石華。
kyomeishusei2015.06503.1.4： 下之b菁。
kyomeishusei2015.06503.1.5： 見乃己。
kyomeishusei2015.06503.1.6： 佳人b情。
kyomeishusei2015.06503.1.7： 而長生。
kyomeishusei2015.06503.1.8： 心a中兮。
kyomeishusei2015.06504.1.1： 寅卯長宜子孫毋憂他。
kyomeishusei2015.06505.1： 且
kyomeishusei2015.06506.1.1： 吾作明竟。
kyomeishusei2015.06506.1.2： 配像萬a疆。
kyomeishusei2015.06506.1.3： 統德序道。
kyomeishusei2015.06506.1.4： □□□□。
kyomeishusei2015.06506.1.5： 曾年益壽。
kyomeishusei2015.06506.1.6： 服者公a卿。
kyomeishusei2015.06506.1.7： 富貴安樂。
kyomeishusei2015.06506.1.8： 子孫蕃a昌。
kyomeishusei2015.06506.1.9： 咸得所願。
kyomeishusei2015.06506.1.10： 其師命a長。
kyomeishusei2015.06506.1.11： 東王西母。
kyomeishusei2015.06506.1.12： 與天丰a至。
kyomeishusei2015.06507.1.1： 吾樂未央。
kyomeishusei2015.06507.1.2： 樂衆侏χi需。
kyomeishusei2015.06507.1.3： □□永竟。
kyomeishusei2015.06507.1.4： 興倚高a使。
kyomeishusei2015.06507.1.5： 遷爲公卿。
kyomeishusei2015.06507.1.6： 大富a倡。
kyomeishusei2015.06507.1.7： 宜矦王。
kyomeishusei2015.06507.1.8： 有千馬萬頭羊8 方格×4 a字。
kyomeishusei2015.06508.1.1： 吾作明鏡。
kyomeishusei2015.06508.1.2： 幽湅三a岡。
kyomeishusei2015.06508.1.3： □□□□。
kyomeishusei2015.06508.1.4： 統德序a道。
kyomeishusei2015.06508.1.5： 敬奉賢良。
kyomeishusei2015.06508.1.6： □□□ζ秋。
kyomeishusei2015.06508.1.7： 白牙擧樂。
kyomeishusei2015.06508.1.8： ＊業主a陽。
kyomeishusei2015.06508.1.9： □還光明。
kyomeishusei2015.06508.1.10： 富貴安a樂。
kyomeishusei2015.06508.1.11： 子孫繁昌。
kyomeishusei2015.06508.1.12： 服者高a遷。
kyomeishusei2015.06508.1.13： 位至公 卿。
kyomeishusei2015.06508.1.14： 其師命長14 方格×4 a字。
kyomeishusei2015.06509.1： 吾作明鏡，幽湅三商，雕刻無極，配像萬疆，白牙擧樂，衆神見容，百精竝存，福祿是從，富貴安居，子孫番昌，曾年益壽，其師命長
kyomeishusei2015.06510.1： 吾作明鏡，幽湅三商，雕刻無極，配像萬疆，白牙作樂，衆神見容，天禽竝存，福祿宜祥，置府安廻，富幸番夷，子孫番昌，其師命長
kyomeishusei2015.06511.1.1： 吾作明竟。
kyomeishusei2015.06511.1.2： 幽湅三a商。
kyomeishusei2015.06511.1.3： 配像萬疆。
kyomeishusei2015.06511.1.4： 統德序a道。
kyomeishusei2015.06511.1.5： 敬奉賢良。
kyomeishusei2015.06511.1.6： 雕刻無a極。
kyomeishusei2015.06511.1.7： 富貴安樂。
kyomeishusei2015.06511.1.8： 士至公a卿。
kyomeishusei2015.06511.1.9： 子孫番昌。
kyomeishusei2015.06511.1.10： 其師命長10 方格×4 a字。
kyomeishusei2015.06512.1.1： 天王日月。
kyomeishusei2015.06512.1.2： ×１２方a格。
kyomeishusei2015.06513.1.1： 九子明鏡。
kyomeishusei2015.06513.1.2： 幽湅三a商。
kyomeishusei2015.06513.1.3： 四守家靈。
kyomeishusei2015.06513.1.4： 大容□a張。
kyomeishusei2015.06513.1.5： □□□□。
kyomeishusei2015.06513.1.6： 周刻萬a疆。
kyomeishusei2015.06513.1.7： 伯牙陳樂。
kyomeishusei2015.06513.1.8： 衆神見a容。
kyomeishusei2015.06513.1.9： 統德序道。
kyomeishusei2015.06513.1.10： 俸持三a皇。
kyomeishusei2015.06513.1.11： 通承五行。
kyomeishusei2015.06513.1.12： 福祿見a從。
kyomeishusei2015.06513.1.13： 服者公 卿。
kyomeishusei2015.06513.1.14： 其師命長14 方格×4 a字。
kyomeishusei2015.06514.1.1： 君宜高官。
kyomeishusei2015.06514.1.2： 位到三a公。
kyomeishusei2015.06515.1.1： 吾作明竟。
kyomeishusei2015.06515.1.2： 幽湅三a商。
kyomeishusei2015.06515.1.3： 百湅千辟。
kyomeishusei2015.06515.1.4： 吉且a昌。
kyomeishusei2015.06516.1.1： 吾作明竟。
kyomeishusei2015.06516.1.2： 庠法設a張。
kyomeishusei2015.06516.1.3： 神聖竝會。
kyomeishusei2015.06516.1.4： 東父西a王。
kyomeishusei2015.06516.1.5： 其師萬倍。
kyomeishusei2015.06516.1.6： 富a吉。
kyomeishusei2015.06517.1.1： 吾作明竟。
kyomeishusei2015.06517.1.2： 冶凍宮a商。
kyomeishusei2015.06517.1.3： 周羅容貌。
kyomeishusei2015.06517.1.4： 五帝天a皇。
kyomeishusei2015.06517.1.5： 伯牙單琴。
kyomeishusei2015.06517.1.6： 黃帝除a凶。
kyomeishusei2015.06517.1.7： 朱鳥玄武。
kyomeishusei2015.06517.1.8： 白虎靑a龍。
kyomeishusei2015.06517.1.9： 君宜高官。
kyomeishusei2015.06517.1.10： 居矦a王。
kyomeishusei2015.06517.1.11： 子孫番昌。
kyomeishusei2015.06517.1.12： 吉a祥。
kyomeishusei2015.06519.1.1： 雒家作竟。
kyomeishusei2015.06519.1.2： 好絜少a雙。
kyomeishusei2015.06519.1.3： 更造衆倚。
kyomeishusei2015.06519.1.4： 悉圇萬a疆。
kyomeishusei2015.06519.1.5： 元氣之像。
kyomeishusei2015.06519.1.6： 正在中a央。
kyomeishusei2015.06519.1.7： 賢聖神仙。
kyomeishusei2015.06519.1.8： 燕處雲a明。
kyomeishusei2015.06519.1.9： 天禽來降。
kyomeishusei2015.06519.1.10： 威伏四a方。
kyomeishusei2015.06519.1.11： 邊卽太一。
kyomeishusei2015.06519.1.12： 還緩而a行。
kyomeishusei2015.06519.1.13： 乘雲悅 乎？。
kyomeishusei2015.06519.1.14： 參賀神a龍。
kyomeishusei2015.06519.1.15： 選從羣仁。
kyomeishusei2015.06519.1.16： 上古三a皇。
kyomeishusei2015.06519.1.17： 摭乎除道。
kyomeishusei2015.06519.1.18： 蚩尤辟a邪。
kyomeishusei2015.06519.1.19： 百精竝存。
kyomeishusei2015.06519.1.20： 何耶敢當？。
kyomeishusei2015.06519.1.21： 能常服之。
kyomeishusei2015.06519.1.22： 爲者命a長。
kyomeishusei2015.06519.1.23： 富貴安樂。
kyomeishusei2015.06519.1.24： 喜訴未a央。
kyomeishusei2015.06519.1.25： 永得所歡。
kyomeishusei2015.06519.1.26： 士宦公a卿。
kyomeishusei2015.06519.1.27： 子孫蕃昌。
kyomeishusei2015.06520.1.1： 九子家作兮。
kyomeishusei2015.06521.1.1： 杜氏作竟。
kyomeishusei2015.06522.1.1： 吾作明鏡。
kyomeishusei2015.06522.1.2： 幽湅三a商。
kyomeishusei2015.06522.1.3： 雕刻無極。
kyomeishusei2015.06522.1.4： 配像萬a疆。
kyomeishusei2015.06522.1.5： 伯牙擧樂。
kyomeishusei2015.06522.1.6： 衆神見a容。
kyomeishusei2015.06522.1.7： 天禽四首。
kyomeishusei2015.06522.1.8： 銜持維a剛。
kyomeishusei2015.06522.1.9： 邊則泰一。
kyomeishusei2015.06522.1.10： 乘雲駕a龍。
kyomeishusei2015.06522.1.11： 選從羣神。
kyomeishusei2015.06522.1.12： 五帝三a皇。
kyomeishusei2015.06522.1.13： 福祿是 從。
kyomeishusei2015.06522.1.14： 富貴安b寧。
kyomeishusei2015.06522.1.15： 子孫蕃昌。
kyomeishusei2015.06522.1.16： 曾年益a壽。
kyomeishusei2015.06522.1.17： 其師命長。
kyomeishusei2015.06523.1.1： 雒家作竟。
kyomeishusei2015.06523.1.2： 變易俗a常。
kyomeishusei2015.06523.1.3： 更造衆倚。
kyomeishusei2015.06523.1.4： 悉圇萬a疆。
kyomeishusei2015.06523.1.5： 中建四禽。
kyomeishusei2015.06523.1.6： 丞福除θz殃。
kyomeishusei2015.06523.1.7： 邊則太一。
kyomeishusei2015.06523.1.8： 參駕神a龍。
kyomeishusei2015.06523.1.9： 摭呼除道。
kyomeishusei2015.06523.1.10： 蚩尤辟a邪。
kyomeishusei2015.06523.1.11： 究倚食鬼。
kyomeishusei2015.06523.1.12： 以怯各a凶。
kyomeishusei2015.06523.1.13： 百精竝 存。
kyomeishusei2015.06523.1.14： 何耶敢當？。
kyomeishusei2015.06523.1.15： 能常服之。
kyomeishusei2015.06523.1.16： 爲者富a昌。
kyomeishusei2015.06523.1.17： 壽命不頃。
kyomeishusei2015.06523.1.18： 豫天地a同。
kyomeishusei2015.06524.1.1： 尙方作珍奇鏡兮。
kyomeishusei2015.06524.1.2： 四夷a服。
kyomeishusei2015.06524.1.3： 官位尊顯。
kyomeishusei2015.06524.1.4： 蒙祿a食。
kyomeishusei2015.06524.1.5： 風雨時節。
kyomeishusei2015.06524.1.6： 五穀a孰。
kyomeishusei2015.06524.1.7： 多賀國家。
kyomeishusei2015.06524.1.8： 人民a息。
kyomeishusei2015.06524.1.9： 長保二親。
kyomeishusei2015.06524.1.10： 子孫a力。
kyomeishusei2015.06524.1.11： 傳之後世。
kyomeishusei2015.06524.1.12： 樂無a極。
kyomeishusei2015.06525.1.1： 楊氏作竟。
kyomeishusei2015.06525.1.2： 大毋a傷。
kyomeishusei2015.06525.1.3： 漢有善銅。
kyomeishusei2015.06525.1.4： 出丹a陽。
kyomeishusei2015.06525.1.5： 湅治銀錫。
kyomeishusei2015.06525.1.6： 淸如a明。
kyomeishusei2015.06525.1.7： 巧工刻之。
kyomeishusei2015.06525.1.8： b成。
kyomeishusei2015.06526.1.1： 原夫鏡始萠兮。
kyomeishusei2015.06526.1.2： 湅五解之英a華。
kyomeishusei2015.06526.1.3： 日平平。
kyomeishusei2015.06526.1.4： 而無a極兮。
kyomeishusei2015.06526.1.5： 辟邪配天祿。
kyomeishusei2015.06526.1.6： 奇獸竝未a出兮。
kyomeishusei2015.06526.1.7： 三烏與白虎。
kyomeishusei2015.06526.1.8： 宜孫保a子兮。
kyomeishusei2015.06526.1.9： 皆得所慾。
kyomeishusei2015.06527.1.1： 靑盖作鏡。
kyomeishusei2015.06527.1.2： 大毋a傷。
kyomeishusei2015.06527.1.3： 左龍右虎。
kyomeishusei2015.06527.1.4： 辟不a祥。
kyomeishusei2015.06527.1.5： 朱爵玄武。
kyomeishusei2015.06527.1.6： 順陰a陽。
kyomeishusei2015.06527.1.7： 子孫備具。
kyomeishusei2015.06527.1.8： 居中a央。
kyomeishusei2015.06527.1.9： 長保二親。
kyomeishusei2015.06527.1.10： 樂富a昌。
kyomeishusei2015.06527.1.11： 壽敞石。
kyomeishusei2015.06527.1.12： 如矦a王兮。
kyomeishusei2015.06528.1.1： 永元三年作。
kyomeishusei2015.06528.1.2： 西王a母。
kyomeishusei2015.06528.1.3： 仙人。
kyomeishusei2015.06528.1.4： 玉女王a公。
kyomeishusei2015.06528.1.5： 仙人玉女。
kyomeishusei2015.06528.1.6： 雲中玉a倡。
kyomeishusei2015.06528.1.7： 白虎。
kyomeishusei2015.06529.1.1： 朱師作西王母東王公玉女兮。
kyomeishusei2015.06530.1.1： 秦有善銅。
kyomeishusei2015.06530.1.2： 出丹a陽。
kyomeishusei2015.06530.1.3： 和以銀錫。
kyomeishusei2015.06530.1.4： 淸且a明。
kyomeishusei2015.06530.1.5： 巧工刻之。
kyomeishusei2015.06530.1.6： 成文a章。
kyomeishusei2015.06530.1.7： 周仲楊氏。
kyomeishusei2015.06530.1.8： 作a鏡。
kyomeishusei2015.06530.1.9： 四夷服。
kyomeishusei2015.06530.1.10： 多賀國a家。
kyomeishusei2015.06530.1.11： 人民息。
kyomeishusei2015.06530.1.12： 胡虜殄a滅。
kyomeishusei2015.06530.1.13： 天下復。
kyomeishusei2015.06530.1.14： 風雨時a節。
kyomeishusei2015.06530.1.15： 五 穀孰。
kyomeishusei2015.06530.1.16： 長保二a親。
kyomeishusei2015.06530.1.17： 得天力。
kyomeishusei2015.06530.1.18： 傳告後a世。
kyomeishusei2015.06530.1.19： 樂無極。
kyomeishusei2015.06531.1.1： 騶氏作竟。
kyomeishusei2015.06531.1.2： 四夷a服。
kyomeishusei2015.06531.1.3： 多賀國家。
kyomeishusei2015.06531.1.4： 人民a息。
kyomeishusei2015.06531.1.5： 胡虜殄滅。
kyomeishusei2015.06531.1.6： 天下a復。
kyomeishusei2015.06531.1.7： 風雨時節。
kyomeishusei2015.06531.1.8： 五穀a孰。
kyomeishusei2015.06531.1.9： 長保二親。
kyomeishusei2015.06531.1.10： 得天a力。
kyomeishusei2015.06531.1.11： 傳告後世。
kyomeishusei2015.06531.1.12： 樂無a極。
kyomeishusei2015.06532.1.1： 東王公車馬玉女西王母女。
kyomeishusei2015.06533.1.1： 楊氏作竟。
kyomeishusei2015.06533.1.2： 四夷a服。
kyomeishusei2015.06533.1.3： 多賀國家。
kyomeishusei2015.06533.1.4： 人民a息。
kyomeishusei2015.06533.1.5： 胡虜殄滅。
kyomeishusei2015.06533.1.6： 天下a復。
kyomeishusei2015.06533.1.7： 風雨時節。
kyomeishusei2015.06533.1.8： 五穀a孰。
kyomeishusei2015.06533.1.9： 長保二親。
kyomeishusei2015.06533.1.10： 得天a力。
kyomeishusei2015.06533.1.11： 傳告后世。
kyomeishusei2015.06533.1.12： 樂無a極。
kyomeishusei2015.06533.1.13： 至福。
kyomeishusei2015.06534.1.1： 田氏作竟。
kyomeishusei2015.06534.1.2： 四夷a服。
kyomeishusei2015.06534.1.3： 多賀國家。
kyomeishusei2015.06534.1.4： 人民a息。
kyomeishusei2015.06534.1.5： 胡虜殄滅。
kyomeishusei2015.06534.1.6： 天下a復。
kyomeishusei2015.06534.1.7： 風雨時節。
kyomeishusei2015.06534.1.8： 五穀a孰。
kyomeishusei2015.06534.1.9： 長保二親。
kyomeishusei2015.06534.1.10： 得天a力。
kyomeishusei2015.06534.1.11： 傳告后世。
kyomeishusei2015.06534.1.12： 樂無a極。
kyomeishusei2015.06534.1.13： 大吉羊。
kyomeishusei2015.06534.1.14： 富a貴。
kyomeishusei2015.06535.1.1： 杜師玉女。
kyomeishusei2015.06536.1.1： 龍氏作竟。
kyomeishusei2015.06536.1.2： 街心a有。
kyomeishusei2015.06536.1.3： 尙有東王父。
kyomeishusei2015.06536.1.4： 西王a母。
kyomeishusei2015.06536.1.5： 仙人子喬。
kyomeishusei2015.06536.1.6： 赤松a子。
kyomeishusei2015.06536.1.7： 三足烏。
kyomeishusei2015.06536.1.8： 伐騂a邪。
kyomeishusei2015.06536.1.9： 騏驥騄耳。
kyomeishusei2015.06536.1.10： 天所a使。
kyomeishusei2015.06536.1.11： 服此竟。
kyomeishusei2015.06536.1.12： 宜孫a子。
kyomeishusei2015.06537.1.1： 周仲作竟。
kyomeishusei2015.06537.1.2： 四夷a服。
kyomeishusei2015.06537.1.3： 多賀國家。
kyomeishusei2015.06537.1.4： 人民a息。
kyomeishusei2015.06537.1.5： 胡虜殄滅。
kyomeishusei2015.06537.1.6： 天下a復。
kyomeishusei2015.06537.1.7： 風雨時節。
kyomeishusei2015.06537.1.8： 五穀a孰。
kyomeishusei2015.06537.1.9： 長保二親。
kyomeishusei2015.06537.1.10： 得天a力。
kyomeishusei2015.06537.1.11： 傳告後世。
kyomeishusei2015.06537.1.12： 樂無a極兮。
kyomeishusei2015.06538.1.1： 仙人騎羊王公。
kyomeishusei2015.06539.1.1： 八國八□。
kyomeishusei2015.06541.1.1： 辟邪大利。
kyomeishusei2015.06541.1.2： 服者吉a羊。
kyomeishusei2015.06541.1.3： 長宜兄弟。
kyomeishusei2015.06541.1.4： 利二a親兮。
kyomeishusei2015.06542.1.1： 大上富貴。
kyomeishusei2015.06542.1.2： 常毋心d思。
kyomeishusei2015.06542.1.3： 幸毋相忘。
kyomeishusei2015.06543.1.1： 秋風起。
kyomeishusei2015.06543.1.2： 心喜c悲。
kyomeishusei2015.06543.1.3： 時念君。
kyomeishusei2015.06543.1.4： 立徘δ囘。
kyomeishusei2015.06543.1.5： 常安居。
kyomeishusei2015.06543.1.6： 思不δ囘。
kyomeishusei2015.06543.1.7： 馬谷中國。
kyomeishusei2015.06543.1.8： 時來c歸。
kyomeishusei2015.06544.1.1： 東王公。
